Q23_1,Extra,emotstab,Open,consc,Agree,Age,ideo,dideo,educ,race,income,gender,partyid,PartyID,infpp,polcar,businessC,socialC,CivicDuty,Candidate,lovePols,issue,supprty,servePub
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.5,1.857142925262451,2,1.799999952316284,79,Liberal,Liberal,Some College,White,4,Male,Independent,Independent,2,2,2,2,2,2,2,2,2,2
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.857142925262451,2,2.400000095367432,55,Somewhat Liberal,Liberal,Bachelors Degree,White,3,Male,Democrat,Democrat,1,0,0,1,2,2,1,7,0,0
I have absolutely no interest in holding elective office at any time in the future.,1,1.25,1.428571462631226,2.799999952316284,2.799999952316284,70,Moderate,Moderate,Some College,Black,2,Female,Democrat,Democrat,8,6,8,8,8,8,6,8,8,8
I am open to the possibility of holding elective office in the future.,2.200000047683716,1.75,2,2.599999904632568,2.599999904632568,57,Conservative,Conservative,Some College,White,2,Male,Republican,Republican,9,5,5,6,7,7,7,9,7,10
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,1.285714387893677,2.599999904632568,2.200000047683716,73,Somewhat Liberal,Liberal,Some College,White,4,Female,Independent,Independent,1,0,2,2,1,1,1,1,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,1.5,1.571428537368774,3,2.400000095367432,55,Moderate,Moderate,Bachelors Degree,Black,4,Female,Strong Democrat,Democrat,8,9,8,5,8,9,7,7,7,8
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,3,2.285714149475098,2.799999952316284,1.799999952316284,31,Moderate,Moderate,Bachelors Degree,Asian,10,Male,Lean-Democrat,Independent,8,2,5,6,3,3,3,6,3,5
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.5,2.285714149475098,1.599999904632568,1.799999952316284,67,Conservative,Conservative,Bachelors Degree,White,3,Male,Lean Republican,Independent,4,1,2,2,4,3,3,5,3,3
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,1.5,1.285714387893677,1.400000095367432,2,50,Liberal,Liberal,High School,Black,1,Male,Democrat,Democrat,5,5,8,5,5,8,6,7,7,4
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2,1.428571462631226,2.400000095367432,2.200000047683716,61,Moderate,Moderate,Bachelors Degree,White,2,Female,Lean-Democrat,Independent,6,5,5,5,6,4,5,8,6,8
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2,2.428571462631226,2.799999952316284,2.599999904632568,56,Moderate,Moderate,Some College,Black,2,Female,Strong Democrat,Democrat,0,0,0,0,0,0,0,5,0,0
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2,2.714285850524902,3,2.200000047683716,51,Somewhat Liberal,Liberal,Graduate Degree,Asian,9,Male,Democrat,Democrat,5,1,7,6,5,3,1,7,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,2,1.428571462631226,2.400000095367432,2,47,Conservative,Conservative,Graduate Degree,White,3,Female,Strong Republican,Republican,8,6,3,5,7,8,5,8,8,9
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,3,3,3,51,Liberal,Liberal,Some College,White,4,Female,Republican,Republican,10,10,10,10,10,10,5,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.75,2.428571462631226,2.200000047683716,2.400000095367432,20,Very Liberal,Liberal,High School,Hispanic,5,Female,Strong Democrat,Democrat,10,0,0,0,7,6,5,10,7,7
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.75,3,3,3,76,Somewhat Conservative,Conservative,High School,Black,2,Female,Strong Democrat,Democrat,6,2,8,9,10,10,6,10,10,5
I am open to the possibility of holding elective office in the future.,1.400000095367432,1.75,1.428571462631226,3,2,53,Moderate,Moderate,High School,Hispanic,4,Female,Independent,Independent,6,8,2,4,3,7,5,5,3,4
I am open to the possibility of holding elective office in the future.,1.400000095367432,.75,1.571428537368774,1.400000095367432,2.200000047683716,73,Somewhat Conservative,Conservative,Some College,White,5,Male,Republican,Republican,7,5,6,7,6,6,3,5,5,9
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.75,2.428571462631226,2.599999904632568,.7999999523162842,40,Somewhat Conservative,Conservative,Graduate Degree,White,10,Female,Strong Republican,Republican,3,1,5,2,7,8,8,8,7,1
I have absolutely no interest in holding elective office at any time in the future.,1,1.5,1.571428537368774,2,1.400000095367432,64,Somewhat Conservative,Conservative,High School,White,5,Male,Republican,Republican,8,5,5,5,7,5,7,8,5,8
I have absolutely no interest in holding elective office at any time in the future.,2,1,1.857142925262451,1.400000095367432,1.599999904632568,22,Somewhat Liberal,Liberal,Less than High School,Multi-Racial,2,Female,Strong Democrat,Democrat,5,4,5,5,5,5,5,5,5,5
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,2,2.285714149475098,2.799999952316284,2.200000047683716,70,Moderate,Moderate,Bachelors Degree,White,5,Male,Republican,Republican,3,1,9,6,6,8,6,10,8,7
I have absolutely no interest in holding elective office at any time in the future.,1,2,2,3,2,51,Somewhat Liberal,Liberal,Some College,White,4,Female,Democrat,Democrat,5,0,0,1,8,6,2,5,8,0
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1,2.428571462631226,1.799999952316284,1.799999952316284,20,Conservative,Conservative,Some College,White,1,Female,Lean Republican,Independent,8,0,0,0,0,0,0,10,0,0
I am open to the possibility of holding elective office in the future.,2.400000095367432,1.5,2.142857074737549,2,2,28,Conservative,Conservative,High School,Black,3,Female,Strong Democrat,Democrat,3,5,2,3,5,5,4,5,3,5
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.5,1.428571462631226,2.200000047683716,2,61,Moderate,Moderate,High School,White,4,Male,Independent,Independent,10,10,10,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2,2.142857074737549,2.799999952316284,2,61,Very Liberal,Liberal,Bachelors Degree,White,6,Female,Strong Democrat,Democrat,6,0,0,0,0,5,0,7,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.25,2.142857074737549,2.599999904632568,2.400000095367432,69,Conservative,Conservative,Bachelors Degree,White,4,Male,Strong Republican,Republican,0,0,0,0,5,3,0,4,3,4
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,2.75,2.428571462631226,2.599999904632568,2.400000095367432,59,Very Conservative,Conservative,Some College,White,1,Female,Independent,Independent,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.25,1.142857074737549,3,1.200000047683716,61,Somewhat Conservative,Conservative,Some College,White,2,Female,Strong Democrat,Democrat,10,10,5,10,10,10,10,10,10,10
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,1.571428537368774,2.599999904632568,2.200000047683716,72,Somewhat Conservative,Conservative,Some College,White,4,Male,Democrat,Democrat,5,1,1,9,9,5,1,9,7,10
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.5,.8571429252624512,2.400000095367432,2.400000095367432,46,Conservative,Conservative,Some College,White,4,Male,Republican,Republican,1,1,1,1,1,1,1,5,1,1
I have absolutely no interest in holding elective office at any time in the future.,1.400000095367432,.5,2,1.400000095367432,3,77,Moderate,Moderate,High School,White,1,Female,Republican,Republican,1,1,0,1,0,4,1,4,4,0
I have absolutely no interest in holding elective office at any time in the future.,1,2,1.571428537368774,2.400000095367432,2.400000095367432,68,Conservative,Conservative,High School,White,2,Female,Republican,Republican,7,8,7,8,8,9,9,9,8,7
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.5,1.142857074737549,1.400000095367432,1.599999904632568,75,Conservative,Conservative,Bachelors Degree,White,3,Male,Republican,Republican,0,0,0,0,0,1,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,2.142857074737549,3,3,64,Conservative,Conservative,Some College,Multi-Racial,1,Female,Strong Democrat,Democrat,8,2,5,3,10,10,7,5,8,4
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.75,1.714285612106323,2.799999952316284,2.200000047683716,67,Somewhat Conservative,Conservative,Some College,White,4,Female,Republican,Republican,2,2,2,2,6,7,2,5,7,2
I am open to the possibility of holding elective office in the future.,1.799999952316284,2.25,1.285714387893677,1.799999952316284,1.599999904632568,37,Moderate,Moderate,Some College,White,5,Male,Democrat,Democrat,5,6,6,5,6,7,5,4,5,5
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.25,1.857142925262451,2.200000047683716,1.799999952316284,51,Moderate,Moderate,Less than High School,White,3,Female,Lean Republican,Independent,7,2,9,8,4,7,7,7,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1,2.25,1.285714387893677,2.400000095367432,2.599999904632568,60,Moderate,Moderate,High School,White,1,Female,Independent,Independent,0,1,1,1,1,1,1,1,1,1
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,2.75,2.428571462631226,3,2.599999904632568,71,Moderate,Moderate,Some College,White,5,Female,Independent,Independent,3,1,9,9,6,5,9,6,5,4
I have absolutely no interest in holding elective office at any time in the future.,2.200000047683716,2,2.285714149475098,2.799999952316284,2.200000047683716,67,Very Conservative,Conservative,Bachelors Degree,Asian,9,Male,Strong Republican,Republican,3,0,0,0,0,2,0,3,3,3
I have absolutely no interest in holding elective office at any time in the future.,2.799999952316284,1.25,2,2,2.799999952316284,45,Very Conservative,Conservative,High School,White,2,Male,Strong Republican,Republican,1,1,1,2,4,7,1,1,7,1
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,3,3,2.599999904632568,37,Very Liberal,Liberal,Some College,Hispanic,2,Male,Strong Democrat,Democrat,3,1,2,3,3,3,3,3,3,1
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.5,2.285714149475098,2.799999952316284,2.799999952316284,65,Moderate,Moderate,Some College,Black,3,Male,Democrat,Democrat,10,1,10,10,10,0,4,5,2,3
I have absolutely no interest in holding elective office at any time in the future.,3,2.5,2.714285850524902,3,3,32,Moderate,Moderate,Bachelors Degree,White,5,Female,Independent,Independent,6,6,6,8,8,6,5,6,8,5
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,1.25,2.571428537368774,1.599999904632568,2.599999904632568,67,Very Liberal,Liberal,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,10,0,0,0,0,0,0,10,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,1.25,1.428571462631226,2.200000047683716,2.200000047683716,75,Somewhat Conservative,Conservative,High School,White,4,Male,Lean-Democrat,Independent,3,4,4,5,6,7,4,6,5,7
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,1.200000047683716,2.5,2.285714149475098,2.599999904632568,1.599999904632568,53,Somewhat Liberal,Liberal,Bachelors Degree,White,4,Female,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,2,2.25,2.285714149475098,2.599999904632568,1.799999952316284,51,Moderate,Moderate,Some College,White,2,Male,Independent,Independent,4,4,4,4,5,4,4,5,3,4
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,3,1.714285612106323,2.799999952316284,2.599999904632568,72,Moderate,Moderate,High School,White,2,Female,Strong Democrat,Democrat,0,0,0,0,0,0,0,0,0,0
I have absolutely no interest in holding elective office at any time in the future.,1.799999952316284,2.25,2.428571462631226,3,2.599999904632568,47,Somewhat Liberal,Liberal,Some College,White,3,Female,Democrat,Democrat,5,0,0,1,0,0,0,10,0,1
I have absolutely no interest in holding elective office at any time in the future.,2.599999904632568,1.5,2.571428537368774,3,2.799999952316284,59,Liberal,Liberal,Bachelors Degree,White,1,Male,Strong Democrat,Democrat,8,9,9,9,6,9,7,9,9,7
I am open to the possibility of holding elective office in the future.,1.799999952316284,1.5,2,1,2.200000047683716,45,Conservative,Conservative,High School,Hispanic,2,Male,Strong Democrat,Democrat,8,8,8,8,7,9,8,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.75,1.571428537368774,2.799999952316284,3,65,Moderate,Moderate,Some College,White,4,Female,Democrat,Democrat,8,8,8,8,8,7,8,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,1.599999904632568,1.25,2,1.599999904632568,2.799999952316284,64,Very Liberal,Liberal,Graduate Degree,White,4,Male,Strong Democrat,Democrat,8,2,0,1,8,2,1,8,8,8
I have absolutely no interest in holding elective office at any time in the future.,.7999999523162842,2.5,1.857142925262451,2.200000047683716,2.799999952316284,64,Moderate,Moderate,High School,White,1,Female,Democrat,Democrat,10,9,10,8,10,8,7,10,9,10
,,,,,,,,,,,,,,,,,,,,,,,,
I have absolutely no interest in holding elective office at any time in the future.,2.400000095367432,2.5,1.714285612106323,2.599999904632568,1.400000095367432,23,Moderate,Moderate,Some College,White,3,Female,Lean-Democrat,Independent,6,8,3,7,9,8,3,8,7,9
I have absolutely no interest in holding elective office at any time in the future.,0,.5,2.142857074737549,2.400000095367432,1.400000095367432,32,Moderate,Moderate,Some College,White,1,Male,Independent,Independent,5,0,0,0,3,0,0,7,0,0
